ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [msecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
1017,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","42,983",0.03,20.53,14.36,126
1018,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","6,988",0.01,13.83,17.65,80
1019,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   19,    1","  512,    1,    1","59,404",0.05,32.38,55.51,33
1020,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,087",0.00,0.01,0.87,20
1021,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1472,    1,    1","  512,    1,    1","83,241",0.06,34.67,40.35,38
1022,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 9016,    1,    1","   64,    1,    1","40,097",0.03,5.34,81.44,20
1023,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","4,236",0.00,0.05,1.36,38
1024,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","229,309",0.17,31.57,14.11,128
1025,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,114",0.00,0.01,0.35,20
1026,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","13,085",0.01,19.61,18.30,38
1027,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","5,179",0.00,3.58,32.35,20
1028,11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,  128,    1","  256,    1,    1","12,707",0.01,28.23,28.23,128
1029,7,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,    4,    1","   32,    8,    1","5,058",0.00,4.85,11.53,64
1030,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","43,473",0.03,20.31,14.21,126
1031,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","8,412",0.01,11.46,14.66,80
1032,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   20,    1","  512,    1,    1","60,538",0.05,32.76,56.00,33
1033,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,084",0.00,0.01,0.35,20
1034,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1504,    1,    1","  512,    1,    1","86,410",0.07,34.08,39.63,38
1035,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 9212,    1,    1","   64,    1,    1","40,739",0.03,5.37,82.13,20
1036,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,605",0.00,0.06,2.11,38
1037,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","234,310",0.17,31.57,14.10,128
1038,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,084",0.00,0.01,0.46,20
1039,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","15,243",0.01,16.81,15.69,38
1040,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","5,129",0.00,3.62,32.67,20
1041,11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,  128,    1","  256,    1,    1","14,800",0.01,24.16,24.16,128
1042,7,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,    4,    1","   32,    8,    1","5,093",0.00,4.82,11.45,64
1043,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","42,975",0.03,20.54,14.36,126
1044,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","7,254",0.01,13.30,16.94,80
1045,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   21,    1","  512,    1,    1","62,248",0.05,32.83,55.66,33
1046,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,127",0.00,0.01,0.35,20
1047,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1536,    1,    1","  512,    1,    1","86,336",0.07,34.88,40.88,38
1048,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 9408,    1,    1","   64,    1,    1","41,648",0.03,5.37,82.42,20
1049,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,592",0.00,0.06,1.41,38
1050,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","238,870",0.18,31.62,14.12,128
1051,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,159",0.00,0.01,1.45,20
1052,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","13,125",0.01,19.54,18.24,38
1053,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","5,879",0.00,3.15,28.49,20
1054,11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,  128,    1","  256,    1,    1","12,681",0.01,28.29,28.29,128
1055,7,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,    4,    1","   32,    8,    1","6,859",0.01,3.58,8.98,64
1056,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","42,911",0.03,20.56,14.39,126
1057,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","7,017",0.01,13.76,17.52,80
1058,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   22,    1","  512,    1,    1","64,119",0.05,32.83,55.33,33
1059,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","5,368",0.00,0.00,0.50,20
1060,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","  512,    1,    1","88,807",0.07,34.58,40.49,38
1061,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 9604,    1,    1","   64,    1,    1","43,133",0.03,5.28,81.34,20
1062,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,660",0.00,0.06,0.30,38
1063,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","243,565",0.18,31.65,14.12,128
1064,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,085",0.00,0.01,0.34,20
1065,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","13,382",0.01,19.18,24.03,38
1066,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","5,106",0.00,3.63,32.89,20
1067,11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,  128,    1","  256,    1,    1","12,586",0.01,28.50,28.50,128
1068,7,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,    4,    1","   32,    8,    1","5,128",0.00,4.78,11.38,64
1069,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","42,973",0.03,20.54,14.36,126
1070,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","7,021",0.01,13.75,17.48,80
1071,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   23,    1","  512,    1,    1","66,242",0.05,32.66,55.06,33
1072,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,116",0.00,0.01,0.35,20
1073,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1600,    1,    1","  512,    1,    1","89,706",0.07,34.93,41.01,38
1074,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 9800,    1,    1","   64,    1,    1","43,835",0.04,5.31,93.92,20
1075,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,621",0.00,0.06,0.31,38
1076,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","248,254",0.18,31.69,14.13,128
1077,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,060",0.00,0.01,0.46,20
1078,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","13,031",0.01,19.69,18.37,38
1079,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","5,107",0.01,3.63,32.67,20
1080,11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,  128,    1","  256,    1,    1","12,877",0.01,27.81,27.81,128
1081,7,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,    4,    1","   32,    8,    1","5,083",0.01,4.82,13.45,64
1082,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","41,837",0.03,21.10,14.76,126
1083,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","7,003",0.01,13.79,17.52,80
1084,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   24,    1","  512,    1,    1","67,120",0.05,33.18,55.73,33
1085,12,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,084",0.00,0.01,0.35,20
1086,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1632,    1,    1","  512,    1,    1","92,897",0.07,34.42,40.73,38
1087,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 9996,    1,    1","   64,    1,    1","45,602",0.04,5.20,80.81,20
1088,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,607",0.00,0.06,0.31,38
1089,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","253,336",0.19,31.69,14.13,128
1090,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,092",0.00,0.01,0.45,20
1091,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","13,274",0.01,19.35,18.05,38
1092,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","5,913",0.00,3.13,28.25,20
1093,11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,  128,    1","  256,    1,    1","12,450",0.01,28.80,46.09,128
1094,7,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,    4,    1","   32,    8,    1","5,105",0.00,4.81,11.45,64
1095,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","43,147",0.03,20.46,14.30,126
1096,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","6,996",0.01,13.80,17.65,80
